citing,cited,citing_sic,citing_gyear,citing_icl,cited_sic,cited_gyear,cited_icl
6829754,6675363,3674,2004,G06F,3674,2004,G06F
6829884,6688100,6172,2004,F02K,6172,2004,F02K
6830020,6684852,3711,2004,F01L,3510,2004,F02B
6830023,6752110,3510,2004,F02M,3510,2004,F02M
6830037,6705292,3714,2004,F02M,9997,2004,F02M
6830039,6722347,3711,2004,F02M,3714,2004,F02M
6830057,6691718,3559,2004,B08B,3559,2004,B08B
6830101,6695048,1389,2004,E21B,1600,2004,E21B
6830145,6690995,2040,2004,B65G,4210,2004,G06F
6830145,6705453,2040,2004,B65G,2840,2004,B65G
6830145,6729463,2040,2004,B65G,3572,2004,B65G
6830229,6715733,3760,2004,F16K,3825,2004,F16K
6830300,6681942,3570,2004,A47B,3570,2004,A47F
6830300,6685033,3570,2004,A47B,3571,2004,A47F
6830300,6702124,3570,2004,A47B,3570,2004,A47F
6830307,6712439,3577,2004,B41J,3577,2004,B41J
6830503,6736992,2890,2004,B24B,3728,2004,C09K
6830529,6688851,3714,2004,F16H,3714,2004,F04B
6830656,6682215,2621,2004,D21H,2621,2004,B01F
6830941,6710284,3674,2004,H01L,3674,2004,B23K
6830941,6727106,3674,2004,H01L,3674,2004,H01L
6830984,6680514,3674,2004,H01L,7370,2004,H01L
6830984,6680520,3674,2004,H01L,7370,2004,H01L
6830984,6680542,3674,2004,H01L,3674,2004,H01L
6830984,6734477,3674,2004,H01L,3674,2004,H01L
6831006,6753241,7370,2004,H01L,3674,2004,H01L
6831019,6686296,3674,2004,H01L,7370,2004,H01L
6831066,6689752,2834,2004,A61K,2834,2004,A61K
6831088,6716861,2834,2004,A61K,2834,2004,A61K
6831215,6730834,2820,2004,A01H,2820,2004,A01H
6831366,6723635,7370,2004,H01L,3674,2004,H01L
6831394,6676602,9997,2004,H01L,9997,2004,A61B
6831506,6683905,3674,2004,H03B,3674,2004,H03K
6831506,6693468,3674,2004,H03B,3674,2004,H03B
6831506,6700929,3674,2004,H03B,3674,2004,H04B
6831506,6701134,3674,2004,H03B,3674,2004,H04B
6831506,6701138,3674,2004,H03B,3674,2004,H04B
6831506,6710664,3674,2004,H03B,3674,2004,H03L
6831506,6720831,3674,2004,H03B,3674,2004,H02H
6831506,6724252,3674,2004,H03B,3674,2004,H03G
6831506,6724265,3674,2004,H03B,3674,2004,H03L
6831506,6728324,3674,2004,H03B,3674,2004,H04D
6831506,6731145,3674,2004,H03B,3674,2004,H03L
6831506,6748204,3674,2004,H03B,3674,2004,H04B
6831511,6731173,3674,2004,H03F,3674,2004,H03F
6831515,6724256,3674,2004,H03F,7370,2004,H03F
6831517,6714081,3674,2004,H03G,3663,2004,H03F
6831583,6681332,3674,2004,H03M,3674,2004,G06F
6831658,6717578,3571,2004,G09G,3571,2004,G06T
6831782,6683723,3861,2004,G02B,3861,2004,G02B
6831804,6690534,3572,2004,G11B,3572,2004,G11B
6831805,6690535,7370,2004,G11B,3572,2004,G11B
6831806,6674603,7370,2004,G11B,7370,2004,G11B
6831861,6707698,3570,2004,G11C,3570,2004,G11C
6831861,6711045,3570,2004,G11C,3570,2004,G11C
6831861,6751149,3570,2004,G11C,3674,2004,G11C
6831861,6774458,3570,2004,G11C,3570,2004,H01L
6831861,6781858,3570,2004,G11C,3570,2004,G11C
6831868,6728910,3674,2004,G11C,3674,2004,G11C
6831899,6760749,4813,2004,H04L,3661,2004,G06F
6831957,6694129,3674,2004,H04L,3663,2004,H04B
6831957,6735416,3674,2004,H04L,4832,2004,H04H
6831957,6738601,3674,2004,H04L,3674,2004,H04B
6832006,6731807,3861,2004,G06K,3674,2004,G06K
6832102,6754189,3570,2004,H04M,7373,2004,H04B
6832134,6714899,3728,2004,G05D,7372,2004,G06F
6832174,6693576,3825,2004,G06F,3825,2004,H03M
6832218,6718324,7370,2004,G06F,7370,2004,G06F
6832223,6687717,3571,2004,G06F,7372,2004,G06F
6832223,6697865,3571,2004,G06F,7372,2004,G06F
6832223,6701438,3571,2004,G06F,3571,2004,H04L
6832240,6772208,7370,2004,G06F,7370,2004,G06F
6832261,6735219,3576,2004,G06F,7370,2004,H04L
6832261,6744741,3576,2004,G06F,3576,2004,H04L
6832265,6732209,3576,2004,G06F,3576,2004,G06F
6832270,6717909,3570,2004,G06F,3661,2004,G01R
6832284,6690726,6794,2004,G06F,3674,2004,H04B
6832302,6675378,4813,2004,G06F,7370,2004,G06F
6832304,6701421,3571,2004,G06F,7370,2004,G06F
6832317,6694378,3674,2004,H04K,3674,2004,G06F
6832317,6697944,3674,2004,H04K,7372,2004,H04L
6832327,6704892,3674,2004,G06F,3674,2004,G01R
6832330,6718352,3572,2004,G06F,3572,2004,G06F
6832341,6687750,7370,2004,G06F,3576,2004,G06F
6832360,6718527,3571,2004,G06F,3571,2004,G06F
6832365,6690961,7372,2004,G06F,3600,2004,A61B
6832376,6687729,7373,2004,G06F,7373,2004,G06F
6832379,6694317,3572,2004,G06F,7370,2004,G06F
6832571,6675734,2221,2004,B65D,2221,2004,B65D
6832823,6773086,3570,2004,B41J,3570,2004,B41J
6833003,6702844,2834,2004,A61F,3841,2004,A61F
6833035,6712577,3559,2004,B65G,3559,2004,B65G
6833278,6740947,3674,2004,H01L,3570,2004,H01L
6833292,6713357,3674,2004,H01L,3674,2004,H01L
6833552,6677599,3559,2004,H01J,3559,2004,H01J
6833559,6673648,3674,2004,H01L,3674,2004,H01L
6833559,6674115,3674,2004,H01L,3674,2004,H01L
6833559,6687427,3674,2004,H01L,3674,2004,G02B
6833559,6690026,3674,2004,H01L,3674,2004,H01L
6833559,6707712,3674,2004,H01L,3674,2004,G11C
6833559,6714954,3674,2004,H01L,3674,2004,G06F
6833581,6765254,3674,2004,H01L,3674,2004,H01L
6833632,6750559,9997,2004,F03D,9997,2004,F03D
6833632,6758656,9997,2004,F03D,3714,2004,F04B
6833632,6770007,9997,2004,F03D,3562,2004,F16H
6833689,6754089,3674,2004,G05F,3674,2004,H02M
6833690,6734656,3674,2004,G05F,3674,2004,G05F
6833706,6674280,1389,2004,G01V,3728,2004,G01B
6833717,6730906,3559,2004,G01R,3559,2004,H01J
6833792,6748423,4813,2004,G08B,3674,2004,G06F
6833792,6757838,4813,2004,G08B,3570,2004,G06F
6833801,6703956,3674,2004,H03M,3825,2004,H03M
6833846,6686911,3577,2004,G09G,3577,2004,G09G
6833936,6785025,7370,2004,H04N,3570,2004,H04N
6833973,6674603,7370,2004,G11B,7370,2004,G11B
6833994,6678157,3571,2004,G06F,3571,2004,H05K
6833994,6680850,3571,2004,G06F,3571,2004,H05K
6833994,6683794,3571,2004,G06F,3571,2004,H05K
6833994,6700351,3571,2004,G06F,3600,2004,H01M
6833996,6700351,3571,2004,H05K,3600,2004,H01M
6834009,6756632,3674,2004,G11C,3674,2004,H01L
6834019,6735132,3674,2004,G11C,3674,2004,G11C
6834065,6707833,3661,2004,H01S,3661,2004,H01S
6834256,6681215,9997,2004,G06F,9997,2004,G06F
6834260,6678339,3674,2004,H04B,3674,2004,H03D
6834299,6708265,7370,2004,G06F,3572,2004,G06F
6834307,6766381,3674,2004,G06F,7370,2004,G06F
6834307,6791989,3674,2004,G06F,3825,2004,H04L
6834311,6687755,3571,2004,G06F,7372,2004,G06F
6834311,6741585,3571,2004,G06F,7373,2004,H04L
6834319,6697890,3674,2004,G06F,3674,2004,G06F
6834362,6697974,3571,2004,G06F,7370,2004,G06K
6834372,6763496,7370,2004,G06F,7372,2004,G06F
6834385,6779182,7370,2004,G06F,3571,2004,G06F
6834390,6683696,7372,2004,G06F,3570,2004,G06F
6834390,6714826,7372,2004,G06F,7370,2004,G06F
6834510,6698233,3571,2004,F25B,3571,2004,F25B
6834549,6686103,3674,2004,G01D,3674,2004,G03F
6834631,6725821,3714,2004,F02N,3714,2004,F02N
6834663,6672325,3674,2004,F16K,3674,2004,F16K
6834713,6714413,3714,2004,F28D,3714,2004,H05K
6834853,6679602,3570,2004,B65H,3570,2004,B41J
6834853,6702493,3570,2004,B65H,3570,2004,B41J
6834853,6709084,3570,2004,B65H,3570,2004,B41J
6834898,6709035,3711,2004,B60R,3711,2004,B60R
6834913,6688680,3714,2004,B60J,2800,2004,B62D
6834913,6705671,3714,2004,B60J,3714,2004,B60K
6834942,6767474,3570,2004,B41J,3570,2004,B41J
6834961,6702442,3861,2004,G03B,3861,2004,G03B
6834961,6768585,3861,2004,G03B,3861,2004,G02B
6835219,6692545,3711,2004,C01B,3711,2004,C10K
6835339,6672047,2820,2004,D01D,2820,2004,D01H
6835339,6673442,2820,2004,D01D,2820,2004,D01F
6835339,6685859,2820,2004,D01D,2820,2004,D01D
6835618,6709982,3674,2004,H01L,3674,2004,H01L
6835648,6706635,3674,2004,H01L,3674,2004,H01L
6835662,6780708,3674,2004,H01L,3674,2004,H01L
6835664,6737723,3674,2004,H01L,3674,2004,H01L
6835837,6740566,2834,2004,C07D,3674,2004,H01L
6835938,6770892,3825,2004,G01N,3825,2004,G01T
6835993,6787872,3674,2004,H01L,3674,2004,H01L
6836144,6683482,3674,2004,H03K,3825,2004,H03K
6836212,6674358,3663,2004,G08B,3663,2004,H04Q
6836218,6727705,1389,2004,G01V,1389,2004,G01V
6836328,6678046,3823,2004,G01B,3823,2004,G01B
6836362,6769292,9997,2004,G01N,8731,2004,G01N
6836386,6760176,7370,2004,G11B,7370,2004,G11B
6836389,6747841,3572,2004,G11B,3572,2004,G11B
6836389,6760191,3572,2004,G11B,3572,2004,G11B
6836407,6690575,3674,2004,G06F,7373,2004,H05K
6836422,6781906,3570,2004,G11C,3570,2004,G11C
6836422,6785156,3570,2004,G11C,3674,2004,G11C
6836434,6691219,3674,2004,G11C,3674,2004,G06F
6836495,6687274,3861,2004,H01S,3861,2004,H01S
6836538,6757367,3674,2004,H04M,3674,2004,H04M
6836650,6697603,3663,2004,H04B,3357,2004,H04B
6836750,6691244,3570,2004,G06F,3571,2004,G06F
6836775,6687701,7370,2004,G06F,3570,2004,G06F
6836821,6711591,3674,2004,G06F,7370,2004,G06F
6836853,6678712,3674,2004,G06F,7370,2004,G06F
6836859,6675258,3571,2004,G06F,3674,2004,G06F
6836859,6681390,3571,2004,G06F,3572,2004,G06F
6836875,6684373,3674,2004,G06F,3571,2004,G06F
6836884,6721941,7372,2004,G06F,7372,2004,G06F
